,Categories,year,Title,link
3338,Mechanical engineering/Handling,2024,surgical robot,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161267A
3339,Instruments/Medical technology,2024,Preoperative incision positioning device for minimally invasive spine surgery,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161273A
3340,Instruments/Medical technology,2022,a stent,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161274A
3341,Chemistry/Chemical engineering,2024,A quick cleaning device for surgical endoscopes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161275A
3342,Instruments/Medical technology,2024,A quick cleaning device for surgical endoscopes,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161275A
3343,"Electrical engineering/Electrical machinery, apparatus, energy",2024,A rotating toothbrush,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161289A
3344,Instruments/Medical technology,2024,A rotating toothbrush,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161289A
3345,Instruments/Medical technology,2024,A directional force intensifier for an animal model of acute temporomandibular joint injury and its use method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161294A
3346,Instruments/Medical technology,2024,A mouse fixation device for mouse myocardial infarction research,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161296A
3347,Instruments/Medical technology,2022,Assembly auxiliary equipment and assembly auxiliary systems,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161302A
3348,Instruments/Medical technology,2022,Assembly auxiliary devices and systems,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161303A
3349,Instruments/Medical technology,2024,A clamp for holding biological tissue,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161308A
3350,Instruments/Medical technology,2024,A brain-controlled hand exoskeleton method and device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161317A
3351,Instruments/Medical technology,2024,A loading component and loading unit of a self-expanding stent and a self-expanding stent loading system containing the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161319A
3352,Instruments/Medical technology,2024,An orthopedic reduction and fixation orthopedic device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161325A
3353,Instruments/Medical technology,2024,A multifunctional scaffold based on orthopedic rehabilitation treatment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161332A
3354,Instruments/Medical technology,2023,Snore stopping equipment and control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161335A
3355,Instruments/Medical technology,2024,Breast cancer surgery recovery aids,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161338A
3356,Instruments/Medical technology,2024,Multifunctional self-rescue suit,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161345A
3357,Instruments/Medical technology,2024,Detachable mobile wheelchair and method of using the same,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161353A
3358,"Electrical engineering/Electrical machinery, apparatus, energy",2024,Energy recovery control method and device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161354A
3359,Instruments/Medical technology,2024,Energy recovery control method and device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161354A
3360,Instruments/Medical technology,2024,An auxiliary turning device for the care of patients with penile cancer,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161357A
3361,Instruments/Medical technology,2024,An automatic disinfection medical patient isolation device for infectious diseases department,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161362A
3362,Instruments/Medical technology,2024,A movable washing device for intensive care units,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161367A
3363,Instruments/Medical technology,2024,A bed suitable for armpit area surgery,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161369A
3364,Instruments/Medical technology,2024,A kind of finger training equipment for medical rehabilitation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161380A
3365,"Other fields/Furniture, games",2024,A kind of finger training equipment for medical rehabilitation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161380A
3366,Instruments/Medical technology,2024,A mechanical lower limb exoskeleton walking aid device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161382A
3367,Instruments/Medical technology,2024,A shoulder rehabilitation device with massage function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161388A
3368,Instruments/Medical technology,2024,A self-detection and adjustment massage movement,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161391A
3369,Instruments/Medical technology,2024,A flatulence massage device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161393A
3370,Instruments/Medical technology,2024,A sucking massage device and massager,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161394A
3371,Instruments/Medical technology,2024,Automatic pill box locking device for medication machines,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161406A
3372,Chemistry/Chemical engineering,2024,A kind of preparation method of nitazoxanel dry suspension,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161455A
3373,Chemistry/Pharmaceuticals,2024,A kind of preparation method of nitazoxanel dry suspension,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161455A
3374,Instruments/Medical technology,2024,A kind of preparation method of nitazoxanel dry suspension,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161455A
3375,Chemistry/Micro-structural and nano-technology,2024,A responsive rheumatoid arthritis gas nanogenerator and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161465A
3376,Chemistry/Pharmaceuticals,2024,A responsive rheumatoid arthritis gas nanogenerator and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161465A
3377,Chemistry/Pharmaceuticals,2024,"Carrier-free nano-targeted drug, preparation method and application thereof",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161608A
3378,Chemistry/Biotechnology,2024,A dual-target polypeptide protein degradation-targeted chimeric self-assembled micelle and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161629A
3379,Chemistry/Pharmaceuticals,2024,A dual-target polypeptide protein degradation-targeted chimeric self-assembled micelle and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161629A
3380,Chemistry/Micro-structural and nano-technology,2024,A fluorescent probe with deep bone tissue delivery capability and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161632A
3381,Chemistry/Pharmaceuticals,2024,A fluorescent probe with deep bone tissue delivery capability and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161632A
3382,Instruments/Medical technology,2024,A greenhouse microwave irradiation soil disinfection device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161639A
3383,Mechanical engineering/Other special machines,2024,A greenhouse microwave irradiation soil disinfection device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161639A
3384,Instruments/Medical technology,2024,An automatic opening device for a sterilizer sealed door and a sterilizer,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161642A
3385,Instruments/Medical technology,2024,Yeast β-glucan and collagen composite hemostatic sponge and its preparation and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161648A
3386,Instruments/Medical technology,2024,An inflammation-responsive hydrogel that promotes diabetic wound healing and preparation method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161651A
3387,Chemistry/Chemical engineering,2024,An anti-coagulation and shock device for clinical blood transfusion department,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161685A
3388,Instruments/Medical technology,2024,An anti-coagulation and shock device for clinical blood transfusion department,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161685A
3389,Instruments/Medical technology,2024,ECMO system with dual-lumen arterial cannulation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161690A
3390,Instruments/Medical technology,2024,An ECMO system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161691A
3391,Instruments/Medical technology,2024,A vibrating expectoration instrument,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161712A
3392,Instruments/Medical technology,2019,Automatic lifting device for soda lime tank of anaesthesia machine,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161715A
3393,Instruments/Medical technology,2020,CATHETER DEVICE WITH A DRIVE SHAFT COVER,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161739A
3394,Instruments/Medical technology,2024,A right ventricular catheter pump system and a right ventricular catheter pump control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161742A
3395,Instruments/Medical technology,2024,A right ventricular assist system and a control method for a right ventricular assist device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161743A
3396,Instruments/Medical technology,2024,A self-adjusting electromagnetic wave therapy device and its control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161757A
3397,Mechanical engineering/Mechanical elements,2024,A self-adjusting electromagnetic wave therapy device and its control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161757A
3398,Instruments/Medical technology,2024,A kind of limb restraint for tumor radiotherapy,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161763A
3399,Electrical engineering/Basic communication processes,2024,"Spherical ultrasonic transducer single tube driving device, method, control system and treatment equipment",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161768A
3400,Instruments/Medical technology,2024,"Spherical ultrasonic transducer single tube driving device, method, control system and treatment equipment",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161768A
3401,Mechanical engineering/Thermal processes and apparatus,2022,A control method for long-endurance chemical oxygen rebreather,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161772A
3402,Other fields/Other consumer goods,2022,A control method for long-endurance chemical oxygen rebreather,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161772A
3403,Chemistry/Chemical engineering,2024,An automatic cleaning and fire extinguishing device using non-ball bearings,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161792A
3404,Chemistry/Environmental technology,2024,An automatic cleaning and fire extinguishing device using non-ball bearings,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161792A
3405,Chemistry/Environmental technology,2024,A kind of water rescue fire extinguisher device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161794A
3406,Other fields/Other consumer goods,2024,A kind of water rescue fire extinguisher device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161794A
3407,Chemistry/Environmental technology,2024,A mobile chassis cooling device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161800A
3408,Mechanical engineering/Transport,2024,A mobile chassis cooling device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161800A
3409,Chemistry/Environmental technology,2024,A fire hose laying fire truck,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161801A
3410,Chemistry/Environmental technology,2024,A multi-stage pressure relief self-checking water supply pipeline system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161806A
3411,Chemistry/Environmental technology,2024,"Fire extinguishing control methods, devices, systems, fire fighting equipment and computer products",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161813A
3412,"Other fields/Furniture, games",2024,An automatic paving device for sandpit long jump,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161817A
3413,"Other fields/Furniture, games",2024,A kind of self-exercise rehabilitation frame for knee joint diseases,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161823A
3414,"Other fields/Furniture, games",2024,Badminton assembly equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161836A
3415,"Other fields/Furniture, games",2024,Self-weight rowing trainer,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161839A
3416,Chemistry/Chemical engineering,2024,A supercritical fluid extraction and separation equipment for β-glucan and its control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161876A
3417,"Chemistry/Macromolecular chemistry, polymers",2024,A supercritical fluid extraction and separation equipment for β-glucan and its control method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161876A
3418,Chemistry/Chemical engineering,2024,Multi-stage recycling printing and dyeing wastewater treatment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161889A
3419,Chemistry/Chemical engineering,2024,A water plant backwash wastewater treatment system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161891A
3420,Chemistry/Chemical engineering,2024,An integrated engine oil filtering equipment for automobile production lines,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161899A
3421,Chemistry/Chemical engineering,2024,A kind of multiple filtering device for waste mineral oil,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161908A
3422,Chemistry/Chemical engineering,2024,A sludge dehydration pretreatment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161914A
3423,Chemistry/Chemical engineering,2024,A mechanical filter for raw water filtration,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161918A
3424,Chemistry/Environmental technology,2024,A kind of flue gas filtering device for thermal power generation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161926A
3425,Chemistry/Environmental technology,2024,A filter cartridge dust collector,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161932A
3426,Chemistry/Environmental technology,2024,A self-source vertical dry mist dust removal device for coal preparation plants,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161939A
3427,Chemistry/Chemical engineering,2024,A metallurgical equipment exhaust gas treatment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161940A
3428,Chemistry/Environmental technology,2024,A metallurgical equipment exhaust gas treatment device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161940A
3429,Chemistry/Chemical engineering,2024,A kind of spray dust reduction device for road and bridge construction,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161943A
3430,Chemistry/Environmental technology,2024,A kind of spray dust reduction device for road and bridge construction,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161943A
3431,Chemistry/Chemical engineering,2022,A harmless treatment system for fluorocarbon spray paint exhaust gas,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161953A
3432,Chemistry/Environmental technology,2022,A harmless treatment system for fluorocarbon spray paint exhaust gas,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161953A
3433,Chemistry/Environmental technology,2024,Air treatment device and low dew point sulfonation air treatment system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161961A
3434,Chemistry/Environmental technology,2024,A chemical waste gas detection and purification treatment system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161964A
3435,Chemistry/Environmental technology,2024,A vulcanization workshop waste gas treatment device with self-maintenance system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161968A
3436,Chemistry/Chemical engineering,2024,A silicon carbide desulfurization nozzle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161971A
3437,Chemistry/Environmental technology,2024,A silicon carbide desulfurization nozzle,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161971A
3438,Chemistry/Chemical engineering,2024,Preparation method and application of a hollow sphere structure conjugated microporous polymer TiO2 composite membrane material,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161983A
3439,Chemistry/Environmental technology,2024,Preparation method and application of a hollow sphere structure conjugated microporous polymer TiO2 composite membrane material,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161983A
3440,Chemistry/Chemical engineering,2024,A kind of monovalent ion and divalent ion selective nanofiltration membrane and preparation method and use,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161989A
3441,Chemistry/Chemical engineering,2024,PEODT conductive nanofiltration membrane and preparation method and cleaning method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161994A
3442,Chemistry/Chemical engineering,2024,A micro-nano bubble generating device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118161998A
3443,Chemistry/Chemical engineering,2024,Acrylic dispersion emulsification device and emulsification method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162000A
3444,Chemistry/Chemical engineering,2024,High-speed vortex full-pressure dissolved gas mixing device and its device components,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162004A
3445,Chemistry/Environmental technology,2024,High-speed vortex full-pressure dissolved gas mixing device and its device components,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162004A
3446,Chemistry/Chemical engineering,2024,A rapid concentration equipment for marine biological peptide extracts,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162007A
3447,Chemistry/Chemical engineering,2024,A pet drink preparation device and preparation method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162011A
3448,Chemistry/Chemical engineering,2024,A test tube shaking device for medical testing,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162014A
3449,Chemistry/Chemical engineering,2024,An oscillation device for clinical medical examination,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162015A
3450,Chemistry/Chemical engineering,2024,An efficient mixing and suspension uniform injection device and method for particles,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162019A
3451,Chemistry/Chemical engineering,2024,An L-shaped self-cleaning stirring and mixing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162022A
3452,Chemistry/Chemical engineering,2024,A bio-organic fertilizer mixing device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162031A
3453,Chemistry/Basic materials chemistry ,2024,Lubricating oil preparation and production device and production method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162037A
3454,Chemistry/Chemical engineering,2024,Lubricating oil preparation and production device and production method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162037A
3455,Chemistry/Environmental technology,2024,Lubricating oil preparation and production device and production method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162037A
3456,Chemistry/Chemical engineering,2024,A metal die-casting release agent production equipment that is easy to add additives and has stable production,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162041A
3457,Chemistry/Chemical engineering,2024,Extrusion granulation equipment and traditional Chinese medicine granulation process,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162048A
3458,Chemistry/Chemical engineering,2022,a multiphase reactor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162059A
3459,Chemistry/Chemical engineering,2024,A photocatalytic degradation device based on environmental detection,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162078A
3460,Instruments/Measurement,2024,A photocatalytic degradation device based on environmental detection,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162078A
3461,Chemistry/Chemical engineering,2024,A stirred reaction kettle for the production of carboxyl nitrile latex,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162087A
3462,Chemistry/Chemical engineering,2024,Preparation method and application of a new MOF-derived porous carbon adsorbent based on localized ethyl methyl functionalized ionic liquid,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162100A
3463,Chemistry/Environmental technology,2024,Preparation method and application of a new MOF-derived porous carbon adsorbent based on localized ethyl methyl functionalized ionic liquid,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162100A
3464,Chemistry/Chemical engineering,2024,Chemically catalyzed self-driven conical tube micromotor and preparation method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162159A
3465,Chemistry/Micro-structural and nano-technology,2024,Chemically catalyzed self-driven conical tube micromotor and preparation method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162159A
3466,"Chemistry/Surface technology, coating",2024,Chemically catalyzed self-driven conical tube micromotor and preparation method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162159A
3467,Chemistry/Chemical engineering,2024,A sunflower-shaped Bi24O31Cl10 photocatalyst and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162173A
3468,Chemistry/Environmental technology,2024,A sunflower-shaped Bi24O31Cl10 photocatalyst and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162173A
3469,Chemistry/Micro-structural and nano-technology,2024,A sunflower-shaped Bi24O31Cl10 photocatalyst and its preparation method and application,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN118162173A
