,Categories,year,Title,link
132,Electrical engineering/Computer technology,2020,Farmland evapotranspiration short-term prediction method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111461909B
133,Electrical engineering/IT methods for management,2020,Farmland evapotranspiration short-term prediction method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111461909B
134,Electrical engineering/IT methods for management,2020,Crop monitoring to determine and control crop yield,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11580609B2
135,Mechanical engineering/Other special machines,2020,Crop monitoring to determine and control crop yield,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11580609B2
136,Electrical engineering/Computer technology,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023505122A
137,Electrical engineering/Digital communication,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023505122A
138,Electrical engineering/IT methods for management,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023505122A
139,Electrical engineering/Computer technology,2021,METHOD AND SYSTEM FOR CROP LOSS ESTIMATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4128076A1
140,Mechanical engineering/Other special machines,2021,METHOD AND SYSTEM FOR CROP LOSS ESTIMATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4128076A1
141,Electrical engineering/Computer technology,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023026679A1
142,Instruments/Analysis of biological materials,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023026679A1
143,Instruments/Control,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023026679A1
144,Mechanical engineering/Other special machines,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023026679A1
145,Mechanical engineering/Transport,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2023026679A1
146,Mechanical engineering/Other special machines,2020,CROP MONITORING AND PROTECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2023501123A
147,Chemistry/Chemical engineering,2022,Crop monitoring device for agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218278398U
148,Electrical engineering/Computer technology,2022,Crop monitoring device for agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218278398U
149,"Electrical engineering/Electrical machinery, apparatus, energy",2022,Crop monitoring device for agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218278398U
150,Mechanical engineering/Other special machines,2022,Crop monitoring device for agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218278398U
151,Electrical engineering/Computer technology,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4066157A4
152,Electrical engineering/Computer technology,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3122346C
153,Electrical engineering/Audio-visual technology,2022,Monitoring device for crop cultivation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218276869U
154,Instruments/Control,2022,Monitoring device for crop cultivation,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN218276869U
155,Instruments/Measurement,2022,Field thinning zone growth identification monitoring device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115560800A
156,Mechanical engineering/Other special machines,2021,Crop monitoring system based on agricultural Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115517159A
157,Mechanical engineering/Other special machines,2017,Crop monitoring system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US11533843B2
158,Mechanical engineering/Other special machines,2022,CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022394922A1
159,Mechanical engineering/Other special machines,2020,CROP MONITORING AND PROTECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022386583A1
160,Mechanical engineering/Mechanical elements,2021,Crop monitoring equipment for intelligent agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217978001U
161,Mechanical engineering/Other special machines,2021,Crop monitoring equipment for intelligent agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217978001U
162,Instruments/Control,2022,"Crop monitoring method, system and device based on machine vision",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115407771A
163,Instruments/Measurement,2022,"Crop monitoring method, system and device based on machine vision",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115407771A
164,Electrical engineering/Digital communication,2022,Agricultural big data management service system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115396891A
165,Electrical engineering/IT methods for management,2022,Agricultural big data management service system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115396891A
166,Instruments/Analysis of biological materials,2022,CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022365054A1
167,Mechanical engineering/Other special machines,2022,CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022365054A1
168,Electrical engineering/IT methods for management,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4088249A1
169,Instruments/Analysis of biological materials,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4088249A1
170,Instruments/Measurement,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4088249A1
171,Mechanical engineering/Other special machines,2021,MOBILE SENSING SYSTEM FOR CROP MONITORING,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4088249A1
172,Instruments/Analysis of biological materials,2022,CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CA3214793A1
173,Mechanical engineering/Other special machines,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2022547172A
174,Mechanical engineering/Transport,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2022547172A
175,Instruments/Analysis of biological materials,2022,CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=WO2022234370A1
176,Instruments/Measurement,2022,Crop growth intelligent monitoring system based on Internet of Things sensor,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115248066A
177,Instruments/Control,2022,Crop growth environment data real-time monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115248610A
178,Mechanical engineering/Other special machines,2022,Crop growth environment data real-time monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115248610A
179,Chemistry/Chemical engineering,2021,Crop monitoring device for intelligent agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113108165B
180,Electrical engineering/Computer technology,2021,Crop monitoring device for intelligent agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113108165B
181,Mechanical engineering/Mechanical elements,2021,Crop monitoring device for intelligent agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113108165B
182,Mechanical engineering/Other special machines,2021,Crop monitoring device for intelligent agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN113108165B
183,Electrical engineering/Computer technology,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
184,Electrical engineering/IT methods for management,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
185,Instruments/Analysis of biological materials,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
186,Instruments/Control,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
187,Mechanical engineering/Other special machines,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
188,Mechanical engineering/Transport,2020,AUTONOMOUS CROP MONITORING SYSTEM AND METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP3908973A4
189,Electrical engineering/Computer technology,2021,METHOD AND SYSTEM FOR CROP LOSS ESTIMATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BR112022011799A2
190,Mechanical engineering/Other special machines,2021,METHOD AND SYSTEM FOR CROP LOSS ESTIMATION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BR112022011799A2
191,Instruments/Control,2022,"SYSTEMS, METHODS, AND APPARATUSES FOR AUTOMATED CROP MONITORING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022317691A1
192,Mechanical engineering/Transport,2022,"SYSTEMS, METHODS, AND APPARATUSES FOR AUTOMATED CROP MONITORING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022317691A1
193,Electrical engineering/IT methods for management,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022318693A1
194,Instruments/Analysis of biological materials,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022318693A1
195,Mechanical engineering/Mechanical elements,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022318693A1
196,Mechanical engineering/Other special machines,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022318693A1
197,Mechanical engineering/Transport,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=US2022318693A1
198,Electrical engineering/Computer technology,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4066157A1
199,Chemistry/Basic materials chemistry ,2020,CROP MONITORING AND PROTECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4059022A1
200,Mechanical engineering/Other special machines,2020,CROP MONITORING AND PROTECTION,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4059022A1
201,Electrical engineering/Audio-visual technology,2022,Mobile inspection type crop growth monitoring system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115061168A
202,Electrical engineering/Computer technology,2022,Mobile inspection type crop growth monitoring system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115061168A
203,Instruments/Measurement,2022,Mobile inspection type crop growth monitoring system and method,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115061168A
204,Mechanical engineering/Other special machines,2022,Crop intelligent monitoring system and method for agricultural planting,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN115039677A
205,Electrical engineering/Computer technology,2020,"CROWDSOURCED ON-DEMAND AI DATA ANNOTATION, COLLECTION AND PROCESSING",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BR112022010464A2
206,Instruments/Control,2021,Field ecological rehabilitation system with nursing home function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217336853U
207,Mechanical engineering/Other special machines,2021,Field ecological rehabilitation system with nursing home function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217336853U
208,Other fields/Civil engineering,2021,Field ecological rehabilitation system with nursing home function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217336853U
209,Electrical engineering/Telecommunications,2022,Pest and disease monitoring device and remote monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114932965A
210,Instruments/Analysis of biological materials,2022,Pest and disease monitoring device and remote monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114932965A
211,Mechanical engineering/Handling,2022,Pest and disease monitoring device and remote monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114932965A
212,Mechanical engineering/Transport,2022,Pest and disease monitoring device and remote monitoring system and monitoring method thereof,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114932965A
213,Electrical engineering/Computer technology,2022,Phenology-adaptive crop physiological index deep learning estimation method and system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114925947A
214,Electrical engineering/IT methods for management,2022,Phenology-adaptive crop physiological index deep learning estimation method and system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114925947A
215,Instruments/Measurement,2022,Intelligent monitoring device for crop growth,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN217236873U
216,Instruments/Control,2022,Plant bionic method and device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114911174A
217,Instruments/Measurement,2022,Plant bionic method and device,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114911174A
218,Electrical engineering/IT methods for management,2022,Big data agriculture and forestry intelligent monitoring system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114862338A
219,Electrical engineering/Digital communication,2022,Environment monitoring system for water and fertilizer integration based on Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114827205A
220,Electrical engineering/Telecommunications,2022,Environment monitoring system for water and fertilizer integration based on Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114827205A
221,Instruments/Control,2022,Environment monitoring system for water and fertilizer integration based on Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114827205A
222,Instruments/Measurement,2022,Environment monitoring system for water and fertilizer integration based on Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114827205A
223,Mechanical engineering/Other special machines,2022,Environment monitoring system for water and fertilizer integration based on Internet of Things,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114827205A
224,Electrical engineering/Computer technology,2020,"Crowdsourced on-demand AI data annotation, collection and processing",http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=AU2020393199B2
225,Electrical engineering/IT methods for management,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4027768A2
226,Instruments/Analysis of biological materials,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4027768A2
227,Mechanical engineering/Other special machines,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4027768A2
228,Instruments/Measurement,2022,High-throughput crop real-time monitoring device for monitoring growth and development yield,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114705679A
229,Mechanical engineering/Mechanical elements,2022,High-throughput crop real-time monitoring device for monitoring growth and development yield,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114705679A
230,Mechanical engineering/Other special machines,2022,High-throughput crop real-time monitoring device for monitoring growth and development yield,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114705679A
231,Electrical engineering/Audio-visual technology,2021,Crop monitoring device used in cooperation with remote sensing satellite,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN216867395U
232,Electrical engineering/Digital communication,2021,Crop monitoring device used in cooperation with remote sensing satellite,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN216867395U
233,Mechanical engineering/Mechanical elements,2021,Crop monitoring device used in cooperation with remote sensing satellite,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN216867395U
234,Instruments/Measurement,2022,Beidou application-based agricultural Internet of Things equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN216843992U
235,Mechanical engineering/Mechanical elements,2022,Beidou application-based agricultural Internet of Things equipment,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN216843992U
236,Electrical engineering/IT methods for management,2020,MOBILE PLATFORM FOR CROP MONITORING AND TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4013215A1
237,Mechanical engineering/Other special machines,2020,MOBILE PLATFORM FOR CROP MONITORING AND TREATMENT,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=EP4013215A1
238,Electrical engineering/Computer technology,2022,Intelligent agricultural facility layout method and system and medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114638047A
239,Electrical engineering/IT methods for management,2022,Intelligent agricultural facility layout method and system and medium,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114638047A
240,Chemistry/Chemical engineering,2022,Pesticide spraying system for agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114600852A
241,Electrical engineering/Audio-visual technology,2022,Pesticide spraying system for agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114600852A
242,Electrical engineering/Digital communication,2022,Pesticide spraying system for agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114600852A
243,Instruments/Measurement,2022,Pesticide spraying system for agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114600852A
244,Mechanical engineering/Other special machines,2022,Pesticide spraying system for agricultural greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114600852A
245,Electrical engineering/Audio-visual technology,2022,Crop monitoring system with pathological analysis function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114577262A
246,Electrical engineering/Digital communication,2022,Crop monitoring system with pathological analysis function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114577262A
247,Electrical engineering/Telecommunications,2022,Crop monitoring system with pathological analysis function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114577262A
248,Instruments/Measurement,2022,Crop monitoring system with pathological analysis function,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114577262A
249,Instruments/Measurement,2020,Crop growth monitoring system and method for greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111406554B
250,Mechanical engineering/Other special machines,2020,Crop growth monitoring system and method for greenhouse,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN111406554B
251,Electrical engineering/IT methods for management,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BR112022004061A2
252,Mechanical engineering/Other special machines,2020,SYSTEM AND METHOD FOR CROP MONITORING AND MANAGEMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=BR112022004061A2
253,Electrical engineering/IT methods for management,2020,MOBILE PLATFORM FOR CROP MONITORING AND TREATMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=MX2022001788A
254,Mechanical engineering/Other special machines,2020,MOBILE PLATFORM FOR CROP MONITORING AND TREATMENT.,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=MX2022001788A
255,Instruments/Measurement,2022,Crop lodging monitoring method based on synthetic aperture radar dual polarization data coherence,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114545410A
256,Instruments/Measurement,2018,Unmanned aerial vehicle-borne terahertz wave and hyperspectral remote sensing crop monitoring system,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN109187417B
257,Instruments/Analysis of biological materials,2022,Intelligent monitoring system for rice diseases and pests,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114460080A
258,Instruments/Measurement,2022,Intelligent monitoring system for rice diseases and pests,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=CN114460080A
259,Electrical engineering/Audio-visual technology,2020,CROP MONITORING DEVICE AND CROP MONITORING METHOD,http://worldwide.espacenet.com/searchResults?ST=singleline&locale=en_EP&submitted=true&DB=worldwide.espacenet.com&query=JP2022068003A
